application_id: 1	name: MCS_distance_20.0_sigmaloc1_10.0_sigmaloc2_10.0_sigmasigmaloc1_2.0_sigmasigmaloc2_2.0_frames_10_numberofspots_1000_sample-heterogeneity_0_repeat_1.txt	filepath: /Volumes/blank	nr_pixels_x: 512	nr_pixels_y: 512	pixel_size: 159.0	nr_spots: 1046	box_size: 12	nr_channels: 2	nr_frames: 10	nr_slices: 1	nr_pos: 400	location_units: NM	intensity_units: PHOTONS	fit_mode: 1	is_track: false	has_Z: false
molecule	frame	slice	channel	pos	x_position	y_position	x(nm)	y(nm)	intensity	background	width	a	theta	sigma	int_ratio	alt_sigma	intensity_aperture	background_aperture
16972	2	1	2	849	1	1	12523.9483841	12515.7679051	1	1	1	1	1	12.762981986	1	1	1	1
16973	3	1	2	849	1	1	12503.3950869	12485.3015459	1	1	1	1	1	10.8440052348	1	1	1	1
16974	4	1	2	849	1	1	12510.4965281	12506.5268432	1	1	1	1	1	7.99481542523	1	1	1	1
16975	5	1	2	849	1	1	12509.9671241	12509.734387	1	1	1	1	1	8.74990652292	1	1	1	1
16976	6	1	2	849	1	1	12522.00634	12503.7934127	1	1	1	1	1	7.82463310379	1	1	1	1
16977	7	1	2	849	1	1	12531.1818346	12504.4847296	1	1	1	1	1	8.3866995568	1	1	1	1
16978	8	1	2	849	1	1	12524.7830041	12474.3697101	1	1	1	1	1	12.7125722218	1	1	1	1
16979	9	1	2	849	1	1	12507.8624956	12484.9027115	1	1	1	1	1	8.77607617852	1	1	1	1
16980	10	1	2	849	1	1	12528.058022	12504.5995864	1	1	1	1	1	9.24796485751	1	1	1	1
16981	1	1	1	850	1	1	12505.5974863	12489.2044268	1	1	1	1	1	12.3159316359	1	1	1	1
16982	2	1	1	850	1	1	12517.6116574	12498.1316252	1	1	1	1	1	11.0359635712	1	1	1	1
16983	3	1	1	850	1	1	12489.7290855	12496.2082742	1	1	1	1	1	9.51587758481	1	1	1	1
16984	4	1	1	850	1	1	12511.7411694	12519.7740011	1	1	1	1	1	9.97234844357	1	1	1	1
16985	5	1	1	850	1	1	12502.0201412	12499.5823841	1	1	1	1	1	9.75332036009	1	1	1	1
16986	6	1	1	850	1	1	12513.5516234	12511.7193591	1	1	1	1	1	11.8546398907	1	1	1	1
16987	7	1	1	850	1	1	12499.2355451	12487.524896	1	1	1	1	1	8.36560413192	1	1	1	1
16988	8	1	1	850	1	1	12505.2685079	12504.7931465	1	1	1	1	1	8.33003260556	1	1	1	1
16989	9	1	1	850	1	1	12485.1101606	12495.8483957	1	1	1	1	1	12.0320334706	1	1	1	1
16990	10	1	1	850	1	1	12500.1138286	12497.4427055	1	1	1	1	1	6.72041333495	1	1	1	1
16991	1	1	2	850	1	1	12525.3602711	12503.8751254	1	1	1	1	1	6.96130749755	1	1	1	1
16992	2	1	2	850	1	1	12534.0961545	12494.0894957	1	1	1	1	1	9.0123031272	1	1	1	1
16993	3	1	2	850	1	1	12519.5858687	12496.406609	1	1	1	1	1	6.1437522107	1	1	1	1
16994	4	1	2	850	1	1	12518.3424004	12500.4281991	1	1	1	1	1	11.7160033749	1	1	1	1
16995	5	1	2	850	1	1	12530.4042474	12489.856644	1	1	1	1	1	10.2302731115	1	1	1	1
16996	6	1	2	850	1	1	12540.5878542	12492.9383625	1	1	1	1	1	9.78649063045	1	1	1	1
16997	7	1	2	850	1	1	12528.7129708	12496.2753079	1	1	1	1	1	11.3432198451	1	1	1	1
16998	8	1	2	850	1	1	12525.9423227	12495.3847777	1	1	1	1	1	5.81455718702	1	1	1	1
16999	9	1	2	850	1	1	12533.8662594	12495.0959735	1	1	1	1	1	7.7811155304	1	1	1	1
17000	10	1	2	850	1	1	12508.5112849	12496.8718235	1	1	1	1	1	9.28041908586	1	1	1	1
17001	1	1	1	851	1	1	12522.8874399	12492.5195905	1	1	1	1	1	12.7822753864	1	1	1	1
17002	2	1	1	851	1	1	12518.3712883	12500.5992738	1	1	1	1	1	10.4470082945	1	1	1	1
17003	3	1	1	851	1	1	12511.2438672	12491.4583103	1	1	1	1	1	8.19067270075	1	1	1	1
17004	4	1	1	851	1	1	12505.0151115	12509.2845062	1	1	1	1	1	13.0163042787	1	1	1	1
17005	5	1	1	851	1	1	12493.445265	12484.7040718	1	1	1	1	1	10.7517462189	1	1	1	1
17006	6	1	1	851	1	1	12506.0305074	12510.4149069	1	1	1	1	1	10.6242427891	1	1	1	1
17007	7	1	1	851	1	1	12505.9742219	12497.6868121	1	1	1	1	1	7.25755120363	1	1	1	1
17008	8	1	1	851	1	1	12481.7873149	12503.3979351	1	1	1	1	1	12.0795290702	1	1	1	1
17009	9	1	1	851	1	1	12498.3266899	12504.0087169	1	1	1	1	1	8.85149311167	1	1	1	1
17010	10	1	1	851	1	1	12508.1540445	12519.5497819	1	1	1	1	1	7.63745717546	1	1	1	1
17011	1	1	2	851	1	1	12527.9130724	12501.9441545	1	1	1	1	1	12.2476998465	1	1	1	1
17012	2	1	2	851	1	1	12516.6674035	12495.5561012	1	1	1	1	1	9.54108483204	1	1	1	1
17013	3	1	2	851	1	1	12516.7857538	12501.9247612	1	1	1	1	1	9.05278567273	1	1	1	1
17014	4	1	2	851	1	1	12525.3597309	12512.0153955	1	1	1	1	1	13.5288441223	1	1	1	1
17015	5	1	2	851	1	1	12514.422269	12509.0699103	1	1	1	1	1	8.65965620056	1	1	1	1
17016	6	1	2	851	1	1	12514.4659858	12501.4923689	1	1	1	1	1	9.64791535064	1	1	1	1
17017	7	1	2	851	1	1	12524.2123916	12506.5090639	1	1	1	1	1	9.91587266145	1	1	1	1
17018	8	1	2	851	1	1	12532.0999778	12493.5845371	1	1	1	1	1	6.84388548457	1	1	1	1
17019	9	1	2	851	1	1	12518.387292	12494.4745047	1	1	1	1	1	11.4242238221	1	1	1	1
17020	10	1	2	851	1	1	12524.8735077	12495.9930239	1	1	1	1	1	8.92964530269	1	1	1	1
17021	1	1	1	852	1	1	12490.2445711	12499.6500155	1	1	1	1	1	7.39011753947	1	1	1	1
17022	2	1	1	852	1	1	12506.6520084	12498.5513229	1	1	1	1	1	8.42189457094	1	1	1	1
17023	3	1	1	852	1	1	12495.674551	12500.6590568	1	1	1	1	1	10.9447326148	1	1	1	1
17024	4	1	1	852	1	1	12522.7545444	12498.4795615	1	1	1	1	1	10.3394644893	1	1	1	1
17025	5	1	1	852	1	1	12488.5532998	12507.9620967	1	1	1	1	1	10.5535291457	1	1	1	1
17026	6	1	1	852	1	1	12494.7757718	12488.1826722	1	1	1	1	1	10.3371032904	1	1	1	1
17027	7	1	1	852	1	1	12495.8433132	12500.9660676	1	1	1	1	1	10.7527018437	1	1	1	1
17028	8	1	1	852	1	1	12500.8751069	12491.9072245	1	1	1	1	1	10.2377871916	1	1	1	1
17029	9	1	1	852	1	1	12482.5321271	12501.8272559	1	1	1	1	1	8.88085176646	1	1	1	1
17030	10	1	1	852	1	1	12514.4511193	12519.1596281	1	1	1	1	1	9.24912660575	1	1	1	1
17031	1	1	2	852	1	1	12531.5641461	12502.9424577	1	1	1	1	1	14.1053947353	1	1	1	1
17032	2	1	2	852	1	1	12508.2362208	12512.9454682	1	1	1	1	1	11.7824346346	1	1	1	1
17033	3	1	2	852	1	1	12524.8967576	12505.8819812	1	1	1	1	1	11.0253287953	1	1	1	1
17034	4	1	2	852	1	1	12500.1258397	12497.4544086	1	1	1	1	1	9.97403863357	1	1	1	1
17035	5	1	2	852	1	1	12511.7829152	12503.4874662	1	1	1	1	1	7.28162766916	1	1	1	1
17036	6	1	2	852	1	1	12496.6460026	12475.140296	1	1	1	1	1	10.9477977143	1	1	1	1
17037	7	1	2	852	1	1	12515.9301764	12520.3890145	1	1	1	1	1	9.74052861911	1	1	1	1
17038	8	1	2	852	1	1	12517.5435639	12507.3400326	1	1	1	1	1	7.53629389847	1	1	1	1
17039	9	1	2	852	1	1	12531.1589258	12497.3033089	1	1	1	1	1	11.4751573891	1	1	1	1
17040	10	1	2	852	1	1	12509.9578811	12488.0130792	1	1	1	1	1	11.7557497823	1	1	1	1
17041	1	1	1	853	1	1	12492.3593296	12495.9865135	1	1	1	1	1	10.9200894874	1	1	1	1
17042	2	1	1	853	1	1	12503.4234584	12504.9866741	1	1	1	1	1	8.89557691402	1	1	1	1
17043	3	1	1	853	1	1	12508.5783762	12488.6737474	1	1	1	1	1	9.23283263816	1	1	1	1
17044	4	1	1	853	1	1	12490.7284315	12495.6347583	1	1	1	1	1	9.21159026298	1	1	1	1
17045	5	1	1	853	1	1	12487.7207373	12495.0702285	1	1	1	1	1	10.3898321313	1	1	1	1
17046	6	1	1	853	1	1	12501.6313027	12503.0164118	1	1	1	1	1	9.53524638065	1	1	1	1
17047	7	1	1	853	1	1	12496.6642447	12502.924801	1	1	1	1	1	9.89845408174	1	1	1	1
17048	8	1	1	853	1	1	12495.4377331	12513.7971084	1	1	1	1	1	11.4159394236	1	1	1	1
17049	9	1	1	853	1	1	12504.4169478	12496.0648359	1	1	1	1	1	6.54153993581	1	1	1	1
17050	10	1	1	853	1	1	12500.9885427	12501.043998	1	1	1	1	1	11.2897012859	1	1	1	1
17051	1	1	2	853	1	1	12519.0615449	12500.8482197	1	1	1	1	1	11.4451901233	1	1	1	1
17052	2	1	2	853	1	1	12505.1828597	12497.0551253	1	1	1	1	1	8.82302149658	1	1	1	1
17053	3	1	2	853	1	1	12511.8117609	12481.2747412	1	1	1	1	1	11.086094082	1	1	1	1
17054	4	1	2	853	1	1	12522.4867504	12493.5323461	1	1	1	1	1	7.08375553299	1	1	1	1
17055	5	1	2	853	1	1	12514.0141043	12501.9243259	1	1	1	1	1	9.78500217331	1	1	1	1
17056	6	1	2	853	1	1	12517.6486502	12475.9456372	1	1	1	1	1	11.8156506657	1	1	1	1
17057	7	1	2	853	1	1	12494.9939615	12514.9409322	1	1	1	1	1	15.5368521124	1	1	1	1
17058	8	1	2	853	1	1	12516.5557954	12503.5936031	1	1	1	1	1	8.32198129006	1	1	1	1
17059	9	1	2	853	1	1	12531.11798	12490.3448063	1	1	1	1	1	9.1342444762	1	1	1	1
17060	10	1	2	853	1	1	12510.7023378	12489.9071341	1	1	1	1	1	8.89292493038	1	1	1	1
17061	1	1	1	854	1	1	12504.2696942	12506.9998326	1	1	1	1	1	9.3635894831	1	1	1	1
17062	2	1	1	854	1	1	12498.1715689	12497.1939386	1	1	1	1	1	13.1438641008	1	1	1	1
17063	3	1	1	854	1	1	12499.0613357	12489.650405	1	1	1	1	1	10.2634460553	1	1	1	1
17064	4	1	1	854	1	1	12499.6726003	12496.9313551	1	1	1	1	1	7.66608740914	1	1	1	1
17065	5	1	1	854	1	1	12522.9875759	12506.0913596	1	1	1	1	1	12.8005824511	1	1	1	1
17066	6	1	1	854	1	1	12489.6051368	12520.4565304	1	1	1	1	1	8.90480791142	1	1	1	1
17067	7	1	1	854	1	1	12499.963044	12490.7710705	1	1	1	1	1	9.5228499568	1	1	1	1
17068	8	1	1	854	1	1	12515.9301073	12490.0812603	1	1	1	1	1	13.8762085831	1	1	1	1
17069	9	1	1	854	1	1	12498.2441832	12498.2526411	1	1	1	1	1	6.54191954741	1	1	1	1
17070	10	1	1	854	1	1	12482.8341679	12510.4251089	1	1	1	1	1	10.9486590774	1	1	1	1
17071	1	1	2	854	1	1	12519.8794305	12478.1316198	1	1	1	1	1	13.8390592937	1	1	1	1
17072	2	1	2	854	1	1	12517.2514667	12490.7530681	1	1	1	1	1	10.3977744816	1	1	1	1
17073	3	1	2	854	1	1	12517.8766979	12487.6349877	1	1	1	1	1	10.8997615656	1	1	1	1
17074	4	1	2	854	1	1	12510.7361209	12491.7821833	1	1	1	1	1	8.93479768082	1	1	1	1
17075	5	1	2	854	1	1	12504.5445381	12501.9180054	1	1	1	1	1	10.8811226253	1	1	1	1
17076	6	1	2	854	1	1	12508.8644855	12484.7528408	1	1	1	1	1	12.5264437366	1	1	1	1
17077	7	1	2	854	1	1	12519.9926272	12493.9254875	1	1	1	1	1	8.76010515338	1	1	1	1
17078	8	1	2	854	1	1	12520.4675846	12508.1519383	1	1	1	1	1	8.64280895738	1	1	1	1
17079	9	1	2	854	1	1	12523.4702571	12480.8596146	1	1	1	1	1	8.31203285627	1	1	1	1
17080	10	1	2	854	1	1	12512.3308416	12491.0561999	1	1	1	1	1	7.98677128988	1	1	1	1
17081	1	1	1	855	1	1	12498.7990172	12494.5715166	1	1	1	1	1	9.34955584755	1	1	1	1
17082	2	1	1	855	1	1	12506.279497	12495.3918017	1	1	1	1	1	9.78752590334	1	1	1	1
17083	3	1	1	855	1	1	12497.5571427	12474.0460039	1	1	1	1	1	13.0112563695	1	1	1	1
17084	4	1	1	855	1	1	12512.7071265	12502.3252481	1	1	1	1	1	9.19916252436	1	1	1	1
17085	5	1	1	855	1	1	12504.4868098	12500.6835476	1	1	1	1	1	9.56839510568	1	1	1	1
17086	6	1	1	855	1	1	12493.4194023	12510.7065304	1	1	1	1	1	9.0575425813	1	1	1	1
17087	7	1	1	855	1	1	12499.1801863	12492.6951049	1	1	1	1	1	7.32138986191	1	1	1	1
17088	8	1	1	855	1	1	12498.2017246	12492.0712104	1	1	1	1	1	11.0041687085	1	1	1	1
17089	9	1	1	855	1	1	12510.2989633	12502.4069926	1	1	1	1	1	11.9276826758	1	1	1	1
17090	10	1	1	855	1	1	12503.5301557	12491.7442492	1	1	1	1	1	10.2953746803	1	1	1	1
17091	1	1	2	855	1	1	12526.14334	12499.8358048	1	1	1	1	1	7.42871497088	1	1	1	1
17092	2	1	2	855	1	1	12510.7435998	12500.5934231	1	1	1	1	1	10.0708137281	1	1	1	1
17093	3	1	2	855	1	1	12514.6036699	12514.1793199	1	1	1	1	1	9.16315064906	1	1	1	1
17094	4	1	2	855	1	1	12531.1869882	12496.3758488	1	1	1	1	1	11.7534752124	1	1	1	1
17095	5	1	2	855	1	1	12516.7313364	12507.7161212	1	1	1	1	1	8.13710104972	1	1	1	1
17096	6	1	2	855	1	1	12523.7616458	12518.0832571	1	1	1	1	1	9.57066627661	1	1	1	1
17097	7	1	2	855	1	1	12510.7187875	12514.1423482	1	1	1	1	1	8.89528097179	1	1	1	1
17098	8	1	2	855	1	1	12530.2957662	12497.4688558	1	1	1	1	1	10.6428176688	1	1	1	1
17099	9	1	2	855	1	1	12542.5452971	12534.6725357	1	1	1	1	1	11.3868612939	1	1	1	1
17100	10	1	2	855	1	1	12520.1938985	12485.8140614	1	1	1	1	1	8.54705901723	1	1	1	1
17101	1	1	1	856	1	1	12501.7891848	12494.8341212	1	1	1	1	1	10.7789727037	1	1	1	1
17102	2	1	1	856	1	1	12498.6785769	12495.365274	1	1	1	1	1	10.0129990116	1	1	1	1
17103	3	1	1	856	1	1	12498.4722166	12494.9798893	1	1	1	1	1	8.45426315516	1	1	1	1
17104	4	1	1	856	1	1	12508.3825249	12490.1019243	1	1	1	1	1	12.9673889218	1	1	1	1
17105	5	1	1	856	1	1	12498.3746536	12497.9255869	1	1	1	1	1	9.53992335034	1	1	1	1
17106	6	1	1	856	1	1	12487.2791768	12527.2349683	1	1	1	1	1	10.7593551728	1	1	1	1
17107	7	1	1	856	1	1	12491.9444543	12498.7398846	1	1	1	1	1	8.07522768533	1	1	1	1
17108	8	1	1	856	1	1	12491.676923	12496.5440752	1	1	1	1	1	11.3787435209	1	1	1	1
17109	9	1	1	856	1	1	12491.5068311	12505.8440804	1	1	1	1	1	9.17019760085	1	1	1	1
17110	10	1	1	856	1	1	12500.7194805	12487.1474596	1	1	1	1	1	9.52647433029	1	1	1	1
17111	1	1	2	856	1	1	12519.8159252	12494.0932462	1	1	1	1	1	10.8863299467	1	1	1	1
17112	2	1	2	856	1	1	12514.7783986	12465.0148877	1	1	1	1	1	11.7716237257	1	1	1	1
17113	3	1	2	856	1	1	12507.5826164	12512.5373659	1	1	1	1	1	11.206428216	1	1	1	1
17114	4	1	2	856	1	1	12517.2276534	12521.305193	1	1	1	1	1	11.4179193585	1	1	1	1
17115	5	1	2	856	1	1	12517.2156864	12493.6210631	1	1	1	1	1	13.0264947139	1	1	1	1
17116	6	1	2	856	1	1	12517.0350136	12505.773189	1	1	1	1	1	11.2966653734	1	1	1	1
17117	7	1	2	856	1	1	12499.5435618	12500.3542814	1	1	1	1	1	12.6658988799	1	1	1	1
17118	8	1	2	856	1	1	12537.0791288	12492.7532801	1	1	1	1	1	9.24688063769	1	1	1	1
17119	9	1	2	856	1	1	12535.1437042	12496.7114736	1	1	1	1	1	7.94651605673	1	1	1	1
17120	10	1	2	856	1	1	12521.4529724	12474.8028678	1	1	1	1	1	10.1130975364	1	1	1	1
17121	1	1	1	857	1	1	12487.2483913	12484.449338	1	1	1	1	1	10.5458066838	1	1	1	1
17122	2	1	1	857	1	1	12514.6162483	12488.9223089	1	1	1	1	1	9.9265249777	1	1	1	1
17123	3	1	1	857	1	1	12505.0825661	12509.5079123	1	1	1	1	1	9.63025737915	1	1	1	1
17124	4	1	1	857	1	1	12490.5016334	12492.9588869	1	1	1	1	1	11.2219665312	1	1	1	1
17125	5	1	1	857	1	1	12501.2373687	12482.9661979	1	1	1	1	1	10.3125476684	1	1	1	1
17126	6	1	1	857	1	1	12485.946887	12508.5339479	1	1	1	1	1	11.368273005	1	1	1	1
17127	7	1	1	857	1	1	12496.5011878	12493.3681832	1	1	1	1	1	7.98085786627	1	1	1	1
17128	8	1	1	857	1	1	12503.0104461	12514.8664369	1	1	1	1	1	7.47512996083	1	1	1	1
17129	9	1	1	857	1	1	12506.2425998	12489.784981	1	1	1	1	1	8.46998300689	1	1	1	1
17130	10	1	1	857	1	1	12506.391643	12519.0994779	1	1	1	1	1	10.9780984888	1	1	1	1
17131	1	1	2	857	1	1	12521.2079983	12484.3904078	1	1	1	1	1	10.9798032172	1	1	1	1
17132	2	1	2	857	1	1	12538.7301656	12508.4206253	1	1	1	1	1	14.3505238624	1	1	1	1
17133	3	1	2	857	1	1	12523.0518073	12499.3291479	1	1	1	1	1	10.8730684856	1	1	1	1
17134	4	1	2	857	1	1	12524.7162694	12499.3054388	1	1	1	1	1	11.1249209729	1	1	1	1
17135	5	1	2	857	1	1	12510.703798	12493.0779913	1	1	1	1	1	10.2694838573	1	1	1	1
17136	6	1	2	857	1	1	12518.7097781	12494.6830675	1	1	1	1	1	10.916451138	1	1	1	1
17137	7	1	2	857	1	1	12531.8152967	12507.2081996	1	1	1	1	1	13.4912018975	1	1	1	1
17138	8	1	2	857	1	1	12514.4459936	12485.5180011	1	1	1	1	1	9.23428738817	1	1	1	1
17139	9	1	2	857	1	1	12521.0916967	12502.2428945	1	1	1	1	1	9.17505635148	1	1	1	1
17140	10	1	2	857	1	1	12513.1429986	12494.3917369	1	1	1	1	1	10.7421532583	1	1	1	1
17141	1	1	1	858	1	1	12493.8888176	12501.7820241	1	1	1	1	1	11.3915091317	1	1	1	1
17142	2	1	1	858	1	1	12518.0871941	12499.4947747	1	1	1	1	1	7.18667013242	1	1	1	1
17143	3	1	1	858	1	1	12495.2693848	12498.6221235	1	1	1	1	1	8.70928654297	1	1	1	1
17144	4	1	1	858	1	1	12494.0682953	12494.7530482	1	1	1	1	1	7.59285090774	1	1	1	1
17145	5	1	1	858	1	1	12501.4599112	12495.7087186	1	1	1	1	1	9.19835286903	1	1	1	1
17146	6	1	1	858	1	1	12510.823686	12516.3566278	1	1	1	1	1	9.81170308786	1	1	1	1
17147	7	1	1	858	1	1	12495.8110861	12506.5587405	1	1	1	1	1	7.41755867372	1	1	1	1
17148	8	1	1	858	1	1	12499.4864716	12495.7450311	1	1	1	1	1	10.2378476574	1	1	1	1
17149	9	1	1	858	1	1	12495.8175652	12492.0608082	1	1	1	1	1	7.8191958628	1	1	1	1
17150	10	1	1	858	1	1	12495.9168643	12515.8539209	1	1	1	1	1	11.381429264	1	1	1	1
17151	1	1	2	858	1	1	12528.1872278	12510.3300142	1	1	1	1	1	16.2536966883	1	1	1	1
17152	2	1	2	858	1	1	12510.0982365	12493.9280005	1	1	1	1	1	8.04592629493	1	1	1	1
17153	3	1	2	858	1	1	12523.2247021	12484.7517371	1	1	1	1	1	12.5356783541	1	1	1	1
17154	4	1	2	858	1	1	12516.0690685	12503.3799558	1	1	1	1	1	9.23070229257	1	1	1	1
17155	5	1	2	858	1	1	12531.3096355	12498.273442	1	1	1	1	1	11.0460693853	1	1	1	1
17156	6	1	2	858	1	1	12517.0482293	12505.9301362	1	1	1	1	1	8.8615856336	1	1	1	1
17157	7	1	2	858	1	1	12520.574638	12503.6643894	1	1	1	1	1	7.65114644	1	1	1	1
17158	8	1	2	858	1	1	12521.1538168	12492.6322843	1	1	1	1	1	9.97277246467	1	1	1	1
17159	9	1	2	858	1	1	12518.429772	12525.0805085	1	1	1	1	1	14.4052952791	1	1	1	1
17160	10	1	2	858	1	1	12528.9576342	12511.5599889	1	1	1	1	1	12.3576879985	1	1	1	1
17161	1	1	1	859	1	1	12506.7216853	12479.2107452	1	1	1	1	1	9.96381392382	1	1	1	1
17162	2	1	1	859	1	1	12498.137454	12518.1654528	1	1	1	1	1	11.4335236045	1	1	1	1
17163	3	1	1	859	1	1	12490.5678377	12512.6431613	1	1	1	1	1	11.3582826396	1	1	1	1
17164	4	1	1	859	1	1	12484.223131	12501.9644788	1	1	1	1	1	12.162060321	1	1	1	1
17165	5	1	1	859	1	1	12499.327469	12504.5026427	1	1	1	1	1	5.20016707344	1	1	1	1
17166	6	1	1	859	1	1	12492.9205586	12500.6424845	1	1	1	1	1	10.8194920509	1	1	1	1
17167	7	1	1	859	1	1	12492.5480821	12503.3643505	1	1	1	1	1	8.50451423539	1	1	1	1
17168	8	1	1	859	1	1	12501.396374	12507.265826	1	1	1	1	1	9.6855275425	1	1	1	1
17169	9	1	1	859	1	1	12494.5313787	12511.929525	1	1	1	1	1	8.51953253269	1	1	1	1
17170	10	1	1	859	1	1	12511.3606346	12521.7774106	1	1	1	1	1	11.4742108887	1	1	1	1
17171	1	1	2	859	1	1	12506.1698003	12503.2163609	1	1	1	1	1	11.2983713289	1	1	1	1
17172	2	1	2	859	1	1	12510.3660303	12485.01277	1	1	1	1	1	7.82722724745	1	1	1	1
17173	3	1	2	859	1	1	12539.972684	12508.7013494	1	1	1	1	1	10.7945234352	1	1	1	1
17174	4	1	2	859	1	1	12523.0926253	12492.7487653	1	1	1	1	1	11.7024720198	1	1	1	1
17175	5	1	2	859	1	1	12522.2978654	12489.5504017	1	1	1	1	1	9.59175299253	1	1	1	1
17176	6	1	2	859	1	1	12532.1167551	12514.3251565	1	1	1	1	1	9.75866829491	1	1	1	1
17177	7	1	2	859	1	1	12532.3577305	12495.6881209	1	1	1	1	1	9.81452624451	1	1	1	1
17178	8	1	2	859	1	1	12521.2377793	12513.9440848	1	1	1	1	1	10.1761672451	1	1	1	1
17179	9	1	2	859	1	1	12522.8187749	12503.0592005	1	1	1	1	1	7.52992150567	1	1	1	1
17180	10	1	2	859	1	1	12514.1274928	12500.6870491	1	1	1	1	1	10.263428709	1	1	1	1
17181	1	1	1	860	1	1	12490.5054589	12505.9076127	1	1	1	1	1	8.9931475343	1	1	1	1
17182	2	1	1	860	1	1	12501.5864444	12502.5519815	1	1	1	1	1	6.91679446245	1	1	1	1
17183	3	1	1	860	1	1	12489.9145757	12503.5930311	1	1	1	1	1	8.73531192935	1	1	1	1
17184	4	1	1	860	1	1	12488.4830238	12495.9338881	1	1	1	1	1	11.8758062431	1	1	1	1
17185	5	1	1	860	1	1	12530.0255786	12511.9073208	1	1	1	1	1	11.1607826734	1	1	1	1
17186	6	1	1	860	1	1	12503.7644262	12500.639178	1	1	1	1	1	10.1666333033	1	1	1	1
17187	7	1	1	860	1	1	12502.8277548	12500.2677133	1	1	1	1	1	8.41740824304	1	1	1	1
17188	8	1	1	860	1	1	12489.7631269	12496.2737463	1	1	1	1	1	10.2908636416	1	1	1	1
17189	9	1	1	860	1	1	12514.3868878	12479.1278378	1	1	1	1	1	13.2644381356	1	1	1	1
17190	10	1	1	860	1	1	12516.9117753	12493.4393942	1	1	1	1	1	7.66559120021	1	1	1	1
17191	1	1	2	860	1	1	12521.1932707	12492.7979008	1	1	1	1	1	8.27843937758	1	1	1	1
17192	2	1	2	860	1	1	12517.1070181	12494.7204675	1	1	1	1	1	9.06119873502	1	1	1	1
17193	3	1	2	860	1	1	12510.0259133	12498.6814901	1	1	1	1	1	8.16424543654	1	1	1	1
17194	4	1	2	860	1	1	12506.7469959	12511.2924542	1	1	1	1	1	7.69809536363	1	1	1	1
17195	5	1	2	860	1	1	12524.5553718	12502.804901	1	1	1	1	1	11.5649069619	1	1	1	1
17196	6	1	2	860	1	1	12530.0816022	12499.4551453	1	1	1	1	1	9.65841091359	1	1	1	1
17197	7	1	2	860	1	1	12518.4460547	12496.9121441	1	1	1	1	1	7.7749788987	1	1	1	1
17198	8	1	2	860	1	1	12516.4751705	12494.7867604	1	1	1	1	1	11.6072793688	1	1	1	1
17199	9	1	2	860	1	1	12520.1974737	12493.302166	1	1	1	1	1	6.83635814771	1	1	1	1
17200	10	1	2	860	1	1	12523.9558729	12508.2850803	1	1	1	1	1	9.77028902427	1	1	1	1
17201	1	1	1	861	1	1	12512.882843	12499.5843532	1	1	1	1	1	12.1171802344	1	1	1	1
17202	2	1	1	861	1	1	12492.7097161	12511.8044408	1	1	1	1	1	11.4318437304	1	1	1	1
17203	3	1	1	861	1	1	12512.0687108	12495.8364343	1	1	1	1	1	7.10606866509	1	1	1	1
17204	4	1	1	861	1	1	12478.2077869	12485.1602936	1	1	1	1	1	11.0410721999	1	1	1	1
17205	5	1	1	861	1	1	12500.0843012	12499.8654105	1	1	1	1	1	7.47473462226	1	1	1	1
17206	6	1	1	861	1	1	12501.0485593	12502.2240454	1	1	1	1	1	8.17623424696	1	1	1	1
17207	7	1	1	861	1	1	12492.8919596	12498.6533134	1	1	1	1	1	11.7295183149	1	1	1	1
17208	8	1	1	861	1	1	12496.699798	12509.4842211	1	1	1	1	1	7.51021595705	1	1	1	1
17209	9	1	1	861	1	1	12518.7804932	12517.3234372	1	1	1	1	1	7.77450424446	1	1	1	1
17210	10	1	1	861	1	1	12501.8774171	12500.5860414	1	1	1	1	1	9.35442219501	1	1	1	1
17211	1	1	2	861	1	1	12528.7851612	12504.8697911	1	1	1	1	1	11.1460699266	1	1	1	1
17212	2	1	2	861	1	1	12520.4566043	12513.097234	1	1	1	1	1	9.93900293812	1	1	1	1
17213	3	1	2	861	1	1	12521.8764033	12507.7403557	1	1	1	1	1	10.3367667368	1	1	1	1
17214	4	1	2	861	1	1	12539.3234508	12512.2579873	1	1	1	1	1	10.9927619474	1	1	1	1
17215	5	1	2	861	1	1	12519.5964269	12496.9602855	1	1	1	1	1	5.86495576677	1	1	1	1
17216	6	1	2	861	1	1	12526.1821001	12497.3169135	1	1	1	1	1	11.4658087509	1	1	1	1
17217	7	1	2	861	1	1	12537.2014005	12496.2107635	1	1	1	1	1	11.0783181822	1	1	1	1
17218	8	1	2	861	1	1	12511.8647905	12479.015962	1	1	1	1	1	9.35858401264	1	1	1	1
17219	9	1	2	861	1	1	12514.3849163	12503.4778985	1	1	1	1	1	8.07523531337	1	1	1	1
17220	10	1	2	861	1	1	12528.2273119	12502.9048545	1	1	1	1	1	9.77550416482	1	1	1	1
17221	1	1	1	862	1	1	12512.0199477	12493.7124264	1	1	1	1	1	11.8955182803	1	1	1	1
17222	2	1	1	862	1	1	12506.6594217	12504.1758423	1	1	1	1	1	9.79245484854	1	1	1	1
17223	3	1	1	862	1	1	12500.8307734	12497.5322191	1	1	1	1	1	8.79838954015	1	1	1	1
17224	4	1	1	862	1	1	12502.1948354	12527.3961282	1	1	1	1	1	12.6234012169	1	1	1	1
17225	5	1	1	862	1	1	12494.589437	12485.8947042	1	1	1	1	1	12.2473712454	1	1	1	1
