application_id: 1	name: MCS_distance_20.0_sigmaloc1_10.0_sigmaloc2_10.0_sigmasigmaloc1_2.0_sigmasigmaloc2_2.0_frames_10_numberofspots_1000_sample-heterogeneity_0_repeat_1.txt	filepath: /Volumes/blank	nr_pixels_x: 512	nr_pixels_y: 512	pixel_size: 159.0	nr_spots: 1046	box_size: 12	nr_channels: 2	nr_frames: 10	nr_slices: 1	nr_pos: 400	location_units: NM	intensity_units: PHOTONS	fit_mode: 1	is_track: false	has_Z: false
molecule	frame	slice	channel	pos	x_position	y_position	x(nm)	y(nm)	intensity	background	width	a	theta	sigma	int_ratio	alt_sigma	intensity_aperture	background_aperture
3983	3	1	1	200	1	1	12491.1981355	12496.8063354	1	1	1	1	1	7.47778420746	1	1	1	1
3984	4	1	1	200	1	1	12489.996294	12504.6731259	1	1	1	1	1	9.15472970453	1	1	1	1
3985	5	1	1	200	1	1	12512.3238145	12504.9002596	1	1	1	1	1	8.47561299112	1	1	1	1
3986	6	1	1	200	1	1	12478.4081954	12492.0008541	1	1	1	1	1	10.2158846887	1	1	1	1
3987	7	1	1	200	1	1	12489.3763499	12487.7235309	1	1	1	1	1	10.2452403236	1	1	1	1
3988	8	1	1	200	1	1	12492.6410575	12503.0516322	1	1	1	1	1	15.4691696474	1	1	1	1
3989	9	1	1	200	1	1	12496.8396202	12487.3068378	1	1	1	1	1	12.4655800296	1	1	1	1
3990	10	1	1	200	1	1	12495.8108414	12503.2506008	1	1	1	1	1	10.1603081179	1	1	1	1
3991	1	1	2	200	1	1	12503.7597714	12515.3852953	1	1	1	1	1	9.26210272635	1	1	1	1
3992	2	1	2	200	1	1	12520.7462681	12497.4576416	1	1	1	1	1	9.88722121538	1	1	1	1
3993	3	1	2	200	1	1	12519.2078042	12503.6277347	1	1	1	1	1	8.48545883577	1	1	1	1
3994	4	1	2	200	1	1	12517.6234059	12499.7835419	1	1	1	1	1	10.0150348742	1	1	1	1
3995	5	1	2	200	1	1	12518.5445578	12499.4169431	1	1	1	1	1	9.52143551186	1	1	1	1
3996	6	1	2	200	1	1	12511.1317278	12492.4123009	1	1	1	1	1	11.7051372173	1	1	1	1
3997	7	1	2	200	1	1	12528.0214125	12491.8282817	1	1	1	1	1	9.3007477261	1	1	1	1
3998	8	1	2	200	1	1	12518.5309382	12500.2583839	1	1	1	1	1	10.424164376	1	1	1	1
3999	9	1	2	200	1	1	12516.0156285	12490.4972196	1	1	1	1	1	6.93576268287	1	1	1	1
4000	10	1	2	200	1	1	12515.3358181	12515.5734049	1	1	1	1	1	8.81342723613	1	1	1	1
4001	1	1	1	201	1	1	12486.3378437	12497.7521826	1	1	1	1	1	8.94070291048	1	1	1	1
4002	2	1	1	201	1	1	12503.4270957	12503.1112906	1	1	1	1	1	9.17682249162	1	1	1	1
4003	3	1	1	201	1	1	12498.4760664	12496.5008325	1	1	1	1	1	11.911898456	1	1	1	1
4004	4	1	1	201	1	1	12528.4990413	12528.2851356	1	1	1	1	1	12.1630477555	1	1	1	1
4005	5	1	1	201	1	1	12503.8728902	12499.676711	1	1	1	1	1	7.75630454047	1	1	1	1
4006	6	1	1	201	1	1	12497.6276551	12485.1232424	1	1	1	1	1	7.74129070273	1	1	1	1
4007	7	1	1	201	1	1	12461.9776357	12503.2190085	1	1	1	1	1	12.2448204956	1	1	1	1
4008	8	1	1	201	1	1	12488.9570011	12497.1023439	1	1	1	1	1	7.64548648099	1	1	1	1
4009	9	1	1	201	1	1	12503.0278986	12514.7584758	1	1	1	1	1	9.08887091989	1	1	1	1
4010	10	1	1	201	1	1	12501.907421	12506.3288184	1	1	1	1	1	5.29793151138	1	1	1	1
4011	1	1	2	201	1	1	12514.5136118	12499.6156282	1	1	1	1	1	8.55298468908	1	1	1	1
4012	2	1	2	201	1	1	12516.438944	12483.2556247	1	1	1	1	1	9.72534169464	1	1	1	1
4013	3	1	2	201	1	1	12518.7486563	12495.1893312	1	1	1	1	1	9.28541158376	1	1	1	1
4014	4	1	2	201	1	1	12513.5609975	12494.6025868	1	1	1	1	1	12.2833839016	1	1	1	1
4015	5	1	2	201	1	1	12510.2870303	12506.0869884	1	1	1	1	1	8.33893225062	1	1	1	1
4016	6	1	2	201	1	1	12512.0358093	12492.2993801	1	1	1	1	1	9.93295137892	1	1	1	1
4017	7	1	2	201	1	1	12536.5242291	12526.1014916	1	1	1	1	1	15.5849591036	1	1	1	1
4018	8	1	2	201	1	1	12505.5543086	12496.9150287	1	1	1	1	1	10.3829986581	1	1	1	1
4019	9	1	2	201	1	1	12524.5429526	12502.2270939	1	1	1	1	1	10.7335559214	1	1	1	1
4020	10	1	2	201	1	1	12529.3403949	12493.2567581	1	1	1	1	1	7.5602414919	1	1	1	1
4021	1	1	1	202	1	1	12502.7902566	12481.9691642	1	1	1	1	1	10.4701126628	1	1	1	1
4022	2	1	1	202	1	1	12511.0813395	12510.5630357	1	1	1	1	1	12.5377892854	1	1	1	1
4023	3	1	1	202	1	1	12507.5157055	12503.4818111	1	1	1	1	1	8.56166057343	1	1	1	1
4024	4	1	1	202	1	1	12493.7769917	12496.4617666	1	1	1	1	1	10.4264190906	1	1	1	1
4025	5	1	1	202	1	1	12500.2186034	12493.7887984	1	1	1	1	1	11.0126521674	1	1	1	1
4026	6	1	1	202	1	1	12511.6596883	12491.3596498	1	1	1	1	1	9.11424179424	1	1	1	1
4027	7	1	1	202	1	1	12493.5676609	12497.2177987	1	1	1	1	1	11.6813162685	1	1	1	1
4028	8	1	1	202	1	1	12511.5118538	12520.1371638	1	1	1	1	1	8.26762213017	1	1	1	1
4029	9	1	1	202	1	1	12514.4809685	12504.7158455	1	1	1	1	1	9.22722599043	1	1	1	1
4030	10	1	1	202	1	1	12511.6616203	12505.2837749	1	1	1	1	1	7.11772418816	1	1	1	1
4031	1	1	2	202	1	1	12525.5795912	12495.1085934	1	1	1	1	1	8.47358382735	1	1	1	1
4032	2	1	2	202	1	1	12517.587929	12509.1521373	1	1	1	1	1	11.46837432	1	1	1	1
4033	3	1	2	202	1	1	12510.3817803	12495.3834596	1	1	1	1	1	10.0407506681	1	1	1	1
4034	4	1	2	202	1	1	12483.0744971	12496.1605542	1	1	1	1	1	10.6079429618	1	1	1	1
4035	5	1	2	202	1	1	12527.4036243	12501.9723281	1	1	1	1	1	8.88382874214	1	1	1	1
4036	6	1	2	202	1	1	12517.1880366	12504.9603951	1	1	1	1	1	9.45143703072	1	1	1	1
4037	7	1	2	202	1	1	12535.102563	12493.556036	1	1	1	1	1	10.2152833243	1	1	1	1
4038	8	1	2	202	1	1	12502.0081564	12509.9881474	1	1	1	1	1	7.25413955442	1	1	1	1
4039	9	1	2	202	1	1	12531.7229102	12502.3330789	1	1	1	1	1	11.5599182352	1	1	1	1
4040	10	1	2	202	1	1	12522.8429903	12494.746575	1	1	1	1	1	9.10655291246	1	1	1	1
4041	1	1	1	203	1	1	12503.9547095	12482.0871381	1	1	1	1	1	7.38488034047	1	1	1	1
4042	2	1	1	203	1	1	12491.4380496	12498.8434082	1	1	1	1	1	9.30220564004	1	1	1	1
4043	3	1	1	203	1	1	12504.2682371	12485.4035242	1	1	1	1	1	8.81258220034	1	1	1	1
4044	4	1	1	203	1	1	12500.3661497	12500.2393196	1	1	1	1	1	9.98458208258	1	1	1	1
4045	5	1	1	203	1	1	12484.8060882	12494.5815108	1	1	1	1	1	6.96938605472	1	1	1	1
4046	6	1	1	203	1	1	12497.3238328	12485.8709188	1	1	1	1	1	9.60767567737	1	1	1	1
4047	7	1	1	203	1	1	12491.225127	12510.5090468	1	1	1	1	1	8.02330441956	1	1	1	1
4048	8	1	1	203	1	1	12500.2521141	12490.0265325	1	1	1	1	1	13.5622754196	1	1	1	1
4049	9	1	1	203	1	1	12495.2000225	12493.6340893	1	1	1	1	1	11.6003921503	1	1	1	1
4050	10	1	1	203	1	1	12500.9637621	12532.4295177	1	1	1	1	1	12.4161700775	1	1	1	1
4051	1	1	2	203	1	1	12526.1025782	12477.8161506	1	1	1	1	1	10.620122298	1	1	1	1
4052	2	1	2	203	1	1	12511.7961133	12491.6543013	1	1	1	1	1	12.5973161626	1	1	1	1
4053	3	1	2	203	1	1	12514.8706702	12492.5817059	1	1	1	1	1	11.7635809206	1	1	1	1
4054	4	1	2	203	1	1	12512.3540252	12501.8158599	1	1	1	1	1	9.06423154906	1	1	1	1
4055	5	1	2	203	1	1	12539.7459072	12532.9942771	1	1	1	1	1	12.6111113771	1	1	1	1
4056	6	1	2	203	1	1	12528.292557	12505.5922309	1	1	1	1	1	8.37025575456	1	1	1	1
4057	7	1	2	203	1	1	12527.1150569	12504.6891541	1	1	1	1	1	11.4195095827	1	1	1	1
4058	8	1	2	203	1	1	12522.3963687	12481.2679062	1	1	1	1	1	14.424410409	1	1	1	1
4059	9	1	2	203	1	1	12529.4467901	12502.6874798	1	1	1	1	1	8.50096508045	1	1	1	1
4060	10	1	2	203	1	1	12523.8881448	12498.7088557	1	1	1	1	1	11.5032687272	1	1	1	1
4061	1	1	1	204	1	1	12491.4831868	12500.8924857	1	1	1	1	1	13.3282417037	1	1	1	1
4062	2	1	1	204	1	1	12509.9565826	12490.4174715	1	1	1	1	1	14.2293151698	1	1	1	1
4063	3	1	1	204	1	1	12501.8265471	12497.0545781	1	1	1	1	1	8.32487422368	1	1	1	1
4064	4	1	1	204	1	1	12495.4271804	12512.024645	1	1	1	1	1	9.32564609729	1	1	1	1
4065	5	1	1	204	1	1	12521.6031753	12516.5314786	1	1	1	1	1	11.6042173452	1	1	1	1
4066	6	1	1	204	1	1	12494.4786863	12488.8954902	1	1	1	1	1	8.07331774985	1	1	1	1
4067	7	1	1	204	1	1	12504.3206814	12495.6684305	1	1	1	1	1	7.64425514103	1	1	1	1
4068	8	1	1	204	1	1	12474.2710049	12505.469031	1	1	1	1	1	9.19054055649	1	1	1	1
4069	9	1	1	204	1	1	12508.8323217	12482.7184762	1	1	1	1	1	9.56882672887	1	1	1	1
4070	10	1	1	204	1	1	12491.0124508	12488.1189319	1	1	1	1	1	10.723237329	1	1	1	1
4071	1	1	2	204	1	1	12518.3632564	12507.5172871	1	1	1	1	1	12.9223269633	1	1	1	1
4072	2	1	2	204	1	1	12529.0927626	12502.1566333	1	1	1	1	1	10.7557254246	1	1	1	1
4073	3	1	2	204	1	1	12500.6556246	12529.5287193	1	1	1	1	1	9.30208776056	1	1	1	1
4074	4	1	2	204	1	1	12520.5319736	12493.5096794	1	1	1	1	1	7.8672655838	1	1	1	1
4075	5	1	2	204	1	1	12536.8878611	12491.0695689	1	1	1	1	1	11.7358673068	1	1	1	1
4076	6	1	2	204	1	1	12524.4377271	12487.336334	1	1	1	1	1	13.4251675373	1	1	1	1
4077	7	1	2	204	1	1	12537.2168423	12476.7846947	1	1	1	1	1	11.6209774438	1	1	1	1
4078	8	1	2	204	1	1	12533.1538799	12496.5836607	1	1	1	1	1	10.7296731573	1	1	1	1
4079	9	1	2	204	1	1	12525.5255459	12506.9835034	1	1	1	1	1	9.83768674213	1	1	1	1
4080	10	1	2	204	1	1	12520.979962	12496.6559543	1	1	1	1	1	8.10046731374	1	1	1	1
4081	1	1	1	205	1	1	12493.3712428	12499.1184764	1	1	1	1	1	9.67971213054	1	1	1	1
4082	2	1	1	205	1	1	12500.1330834	12490.6374583	1	1	1	1	1	14.5692616342	1	1	1	1
4083	3	1	1	205	1	1	12489.9237585	12509.4890846	1	1	1	1	1	8.14770594429	1	1	1	1
4084	4	1	1	205	1	1	12487.0541989	12495.2476475	1	1	1	1	1	9.02852488386	1	1	1	1
4085	5	1	1	205	1	1	12495.9933212	12492.3710095	1	1	1	1	1	9.7817185369	1	1	1	1
4086	6	1	1	205	1	1	12506.0715061	12488.2275331	1	1	1	1	1	11.6911061606	1	1	1	1
4087	7	1	1	205	1	1	12503.1919339	12512.2045127	1	1	1	1	1	9.43586072623	1	1	1	1
4088	8	1	1	205	1	1	12524.3839295	12539.8554783	1	1	1	1	1	16.1694646377	1	1	1	1
4089	9	1	1	205	1	1	12490.6871468	12513.7032464	1	1	1	1	1	13.7890695911	1	1	1	1
4090	10	1	1	205	1	1	12474.5912888	12502.2310571	1	1	1	1	1	10.3182957746	1	1	1	1
4091	1	1	2	205	1	1	12508.3139562	12511.7848355	1	1	1	1	1	7.97259632004	1	1	1	1
4092	2	1	2	205	1	1	12529.0505088	12484.654376	1	1	1	1	1	13.267768512	1	1	1	1
4093	3	1	2	205	1	1	12533.6280518	12485.5214833	1	1	1	1	1	16.8294667938	1	1	1	1
4094	4	1	2	205	1	1	12518.5338901	12498.6475892	1	1	1	1	1	8.98280459707	1	1	1	1
4095	5	1	2	205	1	1	12512.439626	12503.2260476	1	1	1	1	1	8.77114245043	1	1	1	1
4096	6	1	2	205	1	1	12505.3633195	12509.2294111	1	1	1	1	1	10.345103503	1	1	1	1
4097	7	1	2	205	1	1	12517.0532962	12502.3566095	1	1	1	1	1	10.3604284632	1	1	1	1
4098	8	1	2	205	1	1	12517.3641369	12483.705956	1	1	1	1	1	11.5469578191	1	1	1	1
4099	9	1	2	205	1	1	12513.9685707	12506.8494858	1	1	1	1	1	7.33104571674	1	1	1	1
4100	10	1	2	205	1	1	12511.2262903	12487.0818089	1	1	1	1	1	9.59961514921	1	1	1	1
4101	1	1	1	206	1	1	12494.5845447	12491.6359063	1	1	1	1	1	8.31193069474	1	1	1	1
4102	2	1	1	206	1	1	12519.2742567	12497.6858349	1	1	1	1	1	7.92377858842	1	1	1	1
4103	3	1	1	206	1	1	12488.9368851	12496.5339251	1	1	1	1	1	11.1867269787	1	1	1	1
4104	4	1	1	206	1	1	12483.6436557	12505.2455136	1	1	1	1	1	6.95631798088	1	1	1	1
4105	5	1	1	206	1	1	12489.0120638	12512.3069604	1	1	1	1	1	11.2084884382	1	1	1	1
4106	6	1	1	206	1	1	12532.6034801	12515.1597602	1	1	1	1	1	10.1549591466	1	1	1	1
4107	7	1	1	206	1	1	12498.7343375	12501.8319802	1	1	1	1	1	8.20287044759	1	1	1	1
4108	8	1	1	206	1	1	12494.3475219	12513.2241769	1	1	1	1	1	9.63755363606	1	1	1	1
4109	9	1	1	206	1	1	12490.4533642	12497.0325681	1	1	1	1	1	9.25725100257	1	1	1	1
4110	10	1	1	206	1	1	12497.4187051	12495.1342154	1	1	1	1	1	11.9674336976	1	1	1	1
4111	1	1	2	206	1	1	12530.426474	12496.7330697	1	1	1	1	1	8.44161609649	1	1	1	1
4112	2	1	2	206	1	1	12525.2775172	12488.6441493	1	1	1	1	1	8.94807793505	1	1	1	1
4113	3	1	2	206	1	1	12513.9571657	12506.8976805	1	1	1	1	1	11.0666472855	1	1	1	1
4114	4	1	2	206	1	1	12516.3972609	12503.1256615	1	1	1	1	1	8.48498843248	1	1	1	1
4115	5	1	2	206	1	1	12519.4579161	12490.2820884	1	1	1	1	1	7.82142168348	1	1	1	1
4116	6	1	2	206	1	1	12527.1579186	12505.7498486	1	1	1	1	1	8.84981482805	1	1	1	1
4117	7	1	2	206	1	1	12530.2367903	12496.6636746	1	1	1	1	1	12.638591195	1	1	1	1
4118	8	1	2	206	1	1	12488.7455477	12482.9161807	1	1	1	1	1	11.0013485051	1	1	1	1
4119	9	1	2	206	1	1	12524.8257163	12495.3892786	1	1	1	1	1	12.4484489078	1	1	1	1
4120	10	1	2	206	1	1	12513.67143	12494.7682542	1	1	1	1	1	7.82027716321	1	1	1	1
4121	1	1	1	207	1	1	12498.786712	12490.1131301	1	1	1	1	1	7.71841481902	1	1	1	1
4122	2	1	1	207	1	1	12503.4006171	12493.4956059	1	1	1	1	1	8.02299147065	1	1	1	1
4123	3	1	1	207	1	1	12514.7016037	12500.5898315	1	1	1	1	1	10.0854641592	1	1	1	1
4124	4	1	1	207	1	1	12496.1110549	12503.6434455	1	1	1	1	1	7.18713908453	1	1	1	1
4125	5	1	1	207	1	1	12508.3967249	12503.8210329	1	1	1	1	1	9.53566927039	1	1	1	1
4126	6	1	1	207	1	1	12521.047901	12510.0051333	1	1	1	1	1	10.58666962	1	1	1	1
4127	7	1	1	207	1	1	12504.3247302	12499.0398732	1	1	1	1	1	11.0390638164	1	1	1	1
4128	8	1	1	207	1	1	12503.3381692	12500.8391319	1	1	1	1	1	11.0591611184	1	1	1	1
4129	9	1	1	207	1	1	12491.8356863	12511.3299336	1	1	1	1	1	10.4366228433	1	1	1	1
4130	10	1	1	207	1	1	12492.7507803	12503.4927079	1	1	1	1	1	7.74382508045	1	1	1	1
4131	1	1	2	207	1	1	12528.8413734	12493.203719	1	1	1	1	1	9.897481311	1	1	1	1
4132	2	1	2	207	1	1	12504.0420293	12517.9673018	1	1	1	1	1	11.5831909836	1	1	1	1
4133	3	1	2	207	1	1	12508.0618969	12505.7983436	1	1	1	1	1	11.0580222913	1	1	1	1
4134	4	1	2	207	1	1	12531.0744839	12506.7515216	1	1	1	1	1	14.0897392552	1	1	1	1
4135	5	1	2	207	1	1	12515.6187369	12495.8186633	1	1	1	1	1	10.55438495	1	1	1	1
4136	6	1	2	207	1	1	12511.4604152	12503.0078005	1	1	1	1	1	7.09363051557	1	1	1	1
4137	7	1	2	207	1	1	12527.4439785	12488.451307	1	1	1	1	1	9.61950432968	1	1	1	1
4138	8	1	2	207	1	1	12530.870617	12500.7802205	1	1	1	1	1	9.24297777431	1	1	1	1
4139	9	1	2	207	1	1	12509.2629723	12501.4075901	1	1	1	1	1	6.28216919377	1	1	1	1
4140	10	1	2	207	1	1	12520.1695525	12500.9559176	1	1	1	1	1	12.498518804	1	1	1	1
4141	1	1	1	208	1	1	12491.6773344	12497.9757647	1	1	1	1	1	10.7649605596	1	1	1	1
4142	2	1	1	208	1	1	12502.246219	12494.4249302	1	1	1	1	1	6.85448995403	1	1	1	1
4143	3	1	1	208	1	1	12489.7992934	12491.7801117	1	1	1	1	1	9.04943481693	1	1	1	1
4144	4	1	1	208	1	1	12488.4326987	12502.0515386	1	1	1	1	1	8.95471545069	1	1	1	1
4145	5	1	1	208	1	1	12502.745992	12510.0254101	1	1	1	1	1	10.1551621149	1	1	1	1
4146	6	1	1	208	1	1	12506.8185559	12507.8129201	1	1	1	1	1	10.0771602583	1	1	1	1
4147	7	1	1	208	1	1	12497.9420626	12515.3008057	1	1	1	1	1	9.12199604392	1	1	1	1
4148	8	1	1	208	1	1	12501.546923	12503.5225883	1	1	1	1	1	11.4154183491	1	1	1	1
4149	9	1	1	208	1	1	12491.3067935	12507.4476442	1	1	1	1	1	7.1962481112	1	1	1	1
4150	10	1	1	208	1	1	12507.7630508	12511.3711352	1	1	1	1	1	10.4814314292	1	1	1	1
4151	1	1	2	208	1	1	12515.3918975	12504.6394868	1	1	1	1	1	8.7021831728	1	1	1	1
4152	2	1	2	208	1	1	12530.6838185	12499.5659128	1	1	1	1	1	10.3969105238	1	1	1	1
4153	3	1	2	208	1	1	12520.4131775	12510.5136694	1	1	1	1	1	8.82383866371	1	1	1	1
4154	4	1	2	208	1	1	12516.6520065	12483.9007617	1	1	1	1	1	11.1132580789	1	1	1	1
4155	5	1	2	208	1	1	12516.6995046	12503.9413427	1	1	1	1	1	6.22146882342	1	1	1	1
4156	6	1	2	208	1	1	12519.6776189	12497.6177037	1	1	1	1	1	8.89592961375	1	1	1	1
4157	7	1	2	208	1	1	12518.9505314	12484.1852447	1	1	1	1	1	11.2425165382	1	1	1	1
4158	8	1	2	208	1	1	12528.6021445	12505.0884276	1	1	1	1	1	8.064392379	1	1	1	1
4159	9	1	2	208	1	1	12520.1440785	12496.8575952	1	1	1	1	1	10.1891969364	1	1	1	1
4160	10	1	2	208	1	1	12500.588662	12491.7815962	1	1	1	1	1	10.7745221611	1	1	1	1
4161	1	1	1	209	1	1	12497.8907925	12524.1758763	1	1	1	1	1	11.1784947833	1	1	1	1
4162	2	1	1	209	1	1	12494.8411947	12504.7158658	1	1	1	1	1	8.72225255742	1	1	1	1
4163	3	1	1	209	1	1	12501.4470301	12517.283968	1	1	1	1	1	12.1126545076	1	1	1	1
4164	4	1	1	209	1	1	12511.153003	12502.1415021	1	1	1	1	1	7.30333660056	1	1	1	1
4165	5	1	1	209	1	1	12510.6240593	12487.5272417	1	1	1	1	1	10.8918553278	1	1	1	1
4166	6	1	1	209	1	1	12494.3575136	12505.4638128	1	1	1	1	1	7.31473705124	1	1	1	1
4167	7	1	1	209	1	1	12493.9300113	12506.4854022	1	1	1	1	1	9.77226956194	1	1	1	1
4168	8	1	1	209	1	1	12518.1541251	12526.3942357	1	1	1	1	1	12.9333981456	1	1	1	1
4169	9	1	1	209	1	1	12516.3799628	12488.5089528	1	1	1	1	1	14.3816381594	1	1	1	1
4170	10	1	1	209	1	1	12495.0037619	12513.3075063	1	1	1	1	1	11.734985334	1	1	1	1
4171	1	1	2	209	1	1	12516.943726	12503.7882538	1	1	1	1	1	6.80034655751	1	1	1	1
4172	2	1	2	209	1	1	12521.6334535	12519.4516678	1	1	1	1	1	11.8002052722	1	1	1	1
4173	3	1	2	209	1	1	12529.9105215	12504.9212237	1	1	1	1	1	9.09255096999	1	1	1	1
4174	4	1	2	209	1	1	12529.6302582	12498.1269836	1	1	1	1	1	7.51200172703	1	1	1	1
4175	5	1	2	209	1	1	12520.6867942	12505.6251444	1	1	1	1	1	9.93433359434	1	1	1	1
4176	6	1	2	209	1	1	12518.0735153	12496.8742088	1	1	1	1	1	13.4763951316	1	1	1	1
4177	7	1	2	209	1	1	12513.6536586	12488.63821	1	1	1	1	1	10.8661868051	1	1	1	1
4178	8	1	2	209	1	1	12508.5839498	12512.0395276	1	1	1	1	1	9.21416364957	1	1	1	1
4179	9	1	2	209	1	1	12511.7095765	12492.1936539	1	1	1	1	1	12.5431639337	1	1	1	1
4180	10	1	2	209	1	1	12534.3770026	12503.3782133	1	1	1	1	1	8.38327240232	1	1	1	1
4181	1	1	1	210	1	1	12503.2472075	12473.7014232	1	1	1	1	1	10.576302504	1	1	1	1
4182	2	1	1	210	1	1	12499.7752649	12487.9648981	1	1	1	1	1	9.92020813932	1	1	1	1
4183	3	1	1	210	1	1	12498.0514523	12496.7012688	1	1	1	1	1	9.88629305271	1	1	1	1
4184	4	1	1	210	1	1	12489.6557805	12514.7304907	1	1	1	1	1	9.77561412204	1	1	1	1
4185	5	1	1	210	1	1	12490.8348296	12488.5679419	1	1	1	1	1	12.6447440049	1	1	1	1
4186	6	1	1	210	1	1	12502.4049001	12499.8254527	1	1	1	1	1	8.31129770472	1	1	1	1
4187	7	1	1	210	1	1	12485.574971	12504.1300482	1	1	1	1	1	8.21471353096	1	1	1	1
4188	8	1	1	210	1	1	12486.7691273	12493.4041864	1	1	1	1	1	11.1351220365	1	1	1	1
4189	9	1	1	210	1	1	12497.8192085	12512.5177707	1	1	1	1	1	11.3052292826	1	1	1	1
4190	10	1	1	210	1	1	12499.8573895	12509.0685262	1	1	1	1	1	8.60016888928	1	1	1	1
4191	1	1	2	210	1	1	12500.8561733	12484.91935	1	1	1	1	1	12.4216541393	1	1	1	1
4192	2	1	2	210	1	1	12522.1622193	12503.5570243	1	1	1	1	1	11.5784158973	1	1	1	1
4193	3	1	2	210	1	1	12515.8704304	12489.3401347	1	1	1	1	1	12.913547954	1	1	1	1
4194	4	1	2	210	1	1	12518.4570297	12490.9761726	1	1	1	1	1	10.9786616498	1	1	1	1
4195	5	1	2	210	1	1	12512.1454823	12511.6375598	1	1	1	1	1	6.74345465072	1	1	1	1
4196	6	1	2	210	1	1	12524.4764149	12501.6239344	1	1	1	1	1	5.5693001775	1	1	1	1
4197	7	1	2	210	1	1	12536.1651065	12507.1218882	1	1	1	1	1	8.72893865329	1	1	1	1
4198	8	1	2	210	1	1	12518.4502307	12495.2766132	1	1	1	1	1	9.4439671699	1	1	1	1
4199	9	1	2	210	1	1	12523.908825	12514.9533661	1	1	1	1	1	8.4636464547	1	1	1	1
4200	10	1	2	210	1	1	12502.4440223	12477.1209789	1	1	1	1	1	9.86696441447	1	1	1	1
4201	1	1	1	211	1	1	12496.223518	12497.1816552	1	1	1	1	1	9.77212770985	1	1	1	1
4202	2	1	1	211	1	1	12482.9923273	12500.9765369	1	1	1	1	1	9.52740725133	1	1	1	1
4203	3	1	1	211	1	1	12504.6650216	12494.3334453	1	1	1	1	1	7.42016037315	1	1	1	1
4204	4	1	1	211	1	1	12506.365926	12479.9305963	1	1	1	1	1	12.8233915051	1	1	1	1
4205	5	1	1	211	1	1	12495.9720203	12488.440719	1	1	1	1	1	8.51623846633	1	1	1	1
4206	6	1	1	211	1	1	12517.1723607	12493.0603404	1	1	1	1	1	11.255094065	1	1	1	1
4207	7	1	1	211	1	1	12496.8169988	12510.3389644	1	1	1	1	1	7.67366382961	1	1	1	1
4208	8	1	1	211	1	1	12508.6751848	12489.5386372	1	1	1	1	1	9.53359024397	1	1	1	1
4209	9	1	1	211	1	1	12499.7830379	12493.3777973	1	1	1	1	1	11.8109151624	1	1	1	1
4210	10	1	1	211	1	1	12483.7543409	12493.2104294	1	1	1	1	1	7.57824309538	1	1	1	1
4211	1	1	2	211	1	1	12518.502646	12524.840187	1	1	1	1	1	14.1489371236	1	1	1	1
4212	2	1	2	211	1	1	12528.951624	12508.2920874	1	1	1	1	1	12.6282052453	1	1	1	1
4213	3	1	2	211	1	1	12504.5531447	12516.1228292	1	1	1	1	1	8.83611036313	1	1	1	1
4214	4	1	2	211	1	1	12522.0798759	12500.4529977	1	1	1	1	1	7.74950617493	1	1	1	1
4215	5	1	2	211	1	1	12526.0594685	12500.2912428	1	1	1	1	1	8.10245079219	1	1	1	1
4216	6	1	2	211	1	1	12519.0135061	12488.8347476	1	1	1	1	1	12.2498483259	1	1	1	1
4217	7	1	2	211	1	1	12539.6817326	12502.9906933	1	1	1	1	1	12.0790931294	1	1	1	1
4218	8	1	2	211	1	1	12520.4949271	12501.3840661	1	1	1	1	1	9.54567916328	1	1	1	1
4219	9	1	2	211	1	1	12512.0697288	12501.1115401	1	1	1	1	1	11.225415112	1	1	1	1
4220	10	1	2	211	1	1	12524.0457608	12500.5979126	1	1	1	1	1	9.19433685336	1	1	1	1
4221	1	1	1	212	1	1	12493.6771065	12504.6384889	1	1	1	1	1	8.21262349031	1	1	1	1
4222	2	1	1	212	1	1	12502.8540051	12518.265954	1	1	1	1	1	13.1101145107	1	1	1	1
4223	3	1	1	212	1	1	12513.3915316	12500.4164831	1	1	1	1	1	10.2380128292	1	1	1	1
4224	4	1	1	212	1	1	12485.25418	12510.4365815	1	1	1	1	1	10.6365641008	1	1	1	1
4225	5	1	1	212	1	1	12488.7754467	12506.0463054	1	1	1	1	1	9.34807691056	1	1	1	1
4226	6	1	1	212	1	1	12495.359708	12488.4366024	1	1	1	1	1	15.122473939	1	1	1	1
4227	7	1	1	212	1	1	12484.1440991	12485.0970872	1	1	1	1	1	12.2671043125	1	1	1	1
4228	8	1	1	212	1	1	12520.3727969	12499.6979644	1	1	1	1	1	10.176806405	1	1	1	1
4229	9	1	1	212	1	1	12505.6753712	12489.3198364	1	1	1	1	1	10.7575610478	1	1	1	1
4230	10	1	1	212	1	1	12503.5008231	12492.9035489	1	1	1	1	1	12.4054036085	1	1	1	1
4231	1	1	2	212	1	1	12526.5318992	12501.1411721	1	1	1	1	1	8.30604671911	1	1	1	1
4232	2	1	2	212	1	1	12513.0310251	12510.9119239	1	1	1	1	1	14.6904129706	1	1	1	1
4233	3	1	2	212	1	1	12518.0699725	12497.8869072	1	1	1	1	1	9.4896400548	1	1	1	1
4234	4	1	2	212	1	1	12521.1316344	12497.3429363	1	1	1	1	1	9.81750615253	1	1	1	1
4235	5	1	2	212	1	1	12539.1173102	12495.6269777	1	1	1	1	1	11.2505382977	1	1	1	1
4236	6	1	2	212	1	1	12525.3789103	12494.9969035	1	1	1	1	1	8.82717040168	1	1	1	1
